"""


ABSOLUTELY NOTHING THAT WAS DONE WITH ADABOOST WAS VALUABLE BECAUSE OF A FUCK UP THAT CAUSED THE TRAINING TO BE GARBAGE

I'm leaving it all here just because I can

I will not be commenting or cleaning up any of it



"""


d,n,a
1,10,0.01529999999999998
2,10,0.018900000000000028
3,10,0.019399999999999973
4,10,0.018900000000000028
1,50,0.01880000000000004
2,50,0.027000000000000024
1,100,0.023499999999999965
3,50,0.02969999999999995
4,50,0.029100000000000015
2,100,0.03159999999999996
1,250,0.03280000000000005
3,100,0.025800000000000045
4,100,0.026800000000000046
2,250,0.02939999999999998
1,500,0.034399999999999986
3,250,0.02849999999999997
2,500,0.03290000000000004
4,250,0.030299999999999994
3,500,0.03320000000000001
4,500,0.03159999999999996
1,1000,0.038900000000000046
2,1000,0.032299999999999995
1,2500,0.04269999999999996
3,1000,0.03490000000000004
2,2500,0.03990000000000005
3,2500,0.03749999999999998
